,scores1,avg_score1,scores2,avg_score2,eps,epsilon,epidose_time,Total_time_elasped,enemy1_killcount,enemy2_killcount,enemy1_evadecount,enemy2_evadecount,coop_hit_mini,coop_hit_miniboss
0,-453,-453.0,-449,-449.0,0.9973859999999248,0.9973859999999248,0 days 00:05:57.566941,0 days 00:05:57.642940,39,0,11,19,1,0
